head,class_idx,class_name,t,cosine,l2
fm_rollout,7,DHC-1,0.6666666666666666,0.8989845514297485,0.2947656214237213
fm_rollout,7,DHC-1,0.75,0.9315605163574219,0.2701348662376404
fm_rollout,7,DHC-1,0.8333333333333334,0.9524980783462524,0.2520398795604706
fm_rollout,7,DHC-1,0.9166666666666666,0.9655193090438843,0.23921316862106323
fm_rollout,7,DHC-1,1.0,0.9737226963043213,0.2305925190448761
fm_rollout,8,Fokker 50,0.0,0.7574338912963867,2.69831919670105
fm_rollout,8,Fokker 50,0.08333333333333333,0.5126267671585083,1.8074853420257568
fm_rollout,8,Fokker 50,0.16666666666666666,0.5288020372390747,1.1687372922897339
fm_rollout,8,Fokker 50,0.25,0.6053498983383179,0.8002030849456787
fm_rollout,8,Fokker 50,0.3333333333333333,0.6578124165534973,0.6025146245956421
fm_rollout,8,Fokker 50,0.4166666666666667,0.6849505305290222,0.498836487531662
fm_rollout,8,Fokker 50,0.5,0.7094115018844604,0.44445064663887024
fm_rollout,8,Fokker 50,0.5833333333333334,0.7474148273468018,0.4160670340061188
fm_rollout,8,Fokker 50,0.6666666666666666,0.7943275570869446,0.402080237865448
fm_rollout,8,Fokker 50,0.75,0.8375552892684937,0.3966653347015381
fm_rollout,8,Fokker 50,0.8333333333333334,0.8712620139122009,0.39674675464630127
fm_rollout,8,Fokker 50,0.9166666666666666,0.8958246111869812,0.4005372226238251
fm_rollout,8,Fokker 50,1.0,0.9134947657585144,0.4068574607372284
fm_rollout,9,Gulfstream V,0.0,0.3250301480293274,1.1497280597686768
fm_rollout,9,Gulfstream V,0.08333333333333333,0.6960164308547974,0.657662570476532
fm_rollout,9,Gulfstream V,0.16666666666666666,0.7891263961791992,0.4996768534183502
fm_rollout,9,Gulfstream V,0.25,0.8185204267501831,0.4194360375404358
fm_rollout,9,Gulfstream V,0.3333333333333333,0.8262439966201782,0.3759292662143707
fm_rollout,9,Gulfstream V,0.4166666666666667,0.8292034268379211,0.3532971143722534
fm_rollout,9,Gulfstream V,0.5,0.8396311402320862,0.34190797805786133
fm_rollout,9,Gulfstream V,0.5833333333333334,0.8597818613052368,0.33631107211112976
fm_rollout,9,Gulfstream V,0.6666666666666666,0.8826532363891602,0.33386024832725525
fm_rollout,9,Gulfstream V,0.75,0.902708888053894,0.3333854675292969
fm_rollout,9,Gulfstream V,0.8333333333333334,0.9188838005065918,0.33427631855010986
fm_rollout,9,Gulfstream V,0.9166666666666666,0.9317927360534668,0.3360150456428528
fm_rollout,9,Gulfstream V,1.0,0.9422076940536499,0.3380396068096161
